Unit#,Jurisdiction,Unit Type,Assigned Station,Assigned Beat,Display in USM,Unit Status,Cross Staffing
16V1,WA0310100: Arlington Police Department,Volunteer,,ARLSPECIAL,TRUE,Off Shift,
16V2,WA0310100: Arlington Police Department,Volunteer,,ARLSPECIAL,TRUE,Off Shift,
16X1,WA0310100: Arlington Police Department,Proactive Unit,,ARLSPECIAL,TRUE,Off Shift,
16X2,WA0310100: Arlington Police Department,Proactive Unit,,ARLSPECIAL,TRUE,Off Shift,
16X3,WA0310100: Arlington Police Department,Proactive Unit,,ARLSPECIAL,TRUE,Off Shift,
16X4,WA0310100: Arlington Police Department,Proactive Unit,,ARLSPECIAL,TRUE,Off Shift,
16X5,WA0310100: Arlington Police Department,Proactive Unit,,ARLSPECIAL,TRUE,Off Shift,
16X6,WA0310100: Arlington Police Department,Proactive Unit,,ARLSPECIAL,TRUE,Off Shift,
16X7,WA0310100: Arlington Police Department,Proactive Unit,,ARLSPECIAL,TRUE,Off Shift,
16X8,WA0310100: Arlington Police Department,Proactive Unit,,ARLSPECIAL,TRUE,Off Shift,
16X9,WA0310100: Arlington Police Department,Proactive Unit,,ARLSPECIAL,TRUE,Off Shift,
17A1,WA0310700: Snohomish Police Department,Chief,,SNO,TRUE,Off Shift,
17A2,WA0310700: Snohomish Police Department,Commander,,SNOSPECIAL,TRUE,Off Shift,
17A3,WA0310700: Snohomish Police Department,Commander,,SNO,TRUE,Off Shift,
17A4,WA0310700: Snohomish Police Department,Commander,,SNO,TRUE,Off Shift,
17C1,WA0310700: Snohomish Police Department,Code Enforcement Officer,,SNO,TRUE,Off Shift,
17C2,WA0310700: Snohomish Police Department,Code Enforcement Officer,,SNO,TRUE,Off Shift,
17D1,WA0310700: Snohomish Police Department,Patrol,,SNO,TRUE,Off Shift,
17D2,WA0310700: Snohomish Police Department,Patrol,,SNO,TRUE,Off Shift,
17D3,WA0310700: Snohomish Police Department,Patrol,,SNO,TRUE,Off Shift,
17I1,WA0310700: Snohomish Police Department,Detective,,SNO,TRUE,Off Shift,
17I2,WA0310700: Snohomish Police Department,Detective,,SNO,TRUE,Off Shift,
17I3,WA0310700: Snohomish Police Department,Detective,,SNO,TRUE,Off Shift,
17K921,WA0310700: Snohomish Police Department,K9,,,TRUE,Off Shift,
17N1,WA0310700: Snohomish Police Department,Patrol,,SNO,TRUE,Off Shift,
17N2,WA0310700: Snohomish Police Department,Patrol,,SNO,TRUE,Off Shift,
17N3,WA0310700: Snohomish Police Department,Patrol,,SNO,TRUE,Off Shift,
17O1,WA0310700: Snohomish Police Department,Patrol,,SNO,TRUE,Off Shift,
17O10,WA0310700: Snohomish Police Department,Special Patrol Assignment,,SNOEVENT,TRUE,Off Shift,
17O11,WA0310700: Snohomish Police Department,Special Patrol Assignment,,SNOEVENT,TRUE,Off Shift,
17O12,WA0310700: Snohomish Police Department,Special Patrol Assignment,,SNO,TRUE,Off Shift,
17O2,WA0310700: Snohomish Police Department,Special Patrol Assignment,,SNO,TRUE,Off Shift,
17O3,WA0310700: Snohomish Police Department,Special Patrol Assignment,,SNO,TRUE,Off Shift,
17O4,WA0310700: Snohomish Police Department,Special Patrol Assignment,,SNO,TRUE,Off Shift,
17O5,WA0310700: Snohomish Police Department,Special Patrol Assignment,,SNO,TRUE,Off Shift,
17O6,WA0310700: Snohomish Police Department,Special Patrol Assignment,,SNO,TRUE,Off Shift,
17O7,WA0310700: Snohomish Police Department,Special Patrol Assignment,,SNO,TRUE,Off Shift,
17O8,WA0310700: Snohomish Police Department,Special Patrol Assignment,,SOEAST,TRUE,Off Shift,
17O9,WA0310700: Snohomish Police Department,Special Patrol Assignment,,SOEAST,TRUE,Off Shift,
17R1,WA0310700: Snohomish Police Department,Patrol,,SNO,TRUE,Off Shift,
17R2,WA0310700: Snohomish Police Department,Patrol,,SNO,TRUE,Off Shift,
17R3,WA0310700: Snohomish Police Department,Patrol,,SNO,TRUE,Off Shift,
17REC1,WA0310700: Snohomish Police Department,Records Desk,,SNO,FALSE,Off Shift,
17REC2,WA0310700: Snohomish Police Department,Records Desk,,SNO,FALSE,Off Shift,
17S10,WA0310700: Snohomish Police Department,Patrol Sergeant,,SNO,TRUE,Off Shift,
17S20,WA0310700: Snohomish Police Department,Patrol Sergeant,,SNO,TRUE,Off Shift,
17S30,WA0310700: Snohomish Police Department,Patrol Sergeant,,SNO,TRUE,Off Shift,
17T1,WA0310000: Snohomish County Sheriff's Office,Traffic Unit,,SONORTH,TRUE,Off Shift,
17T2,WA0310000: Snohomish County Sheriff's Office,Traffic Unit,,SNOSPECIAL,TRUE,Off Shift,
17T3,WA0310000: Snohomish County Sheriff's Office,Traffic Unit,,,TRUE,Off Shift,
17T4,WA0310000: Snohomish County Sheriff's Office,Traffic Unit,,SNO,TRUE,Off Shift,
17V1,WA0310700: Snohomish Police Department,Volunteer,,SOEAST,TRUE,Off Shift,
17X1,WA0310700: Snohomish Police Department,Special Patrol Assignment,,SNO,TRUE,Off Shift,
17X2,WA0310700: Snohomish Police Department,Special Patrol Assignment,,SNO,TRUE,Off Shift,
17X3,WA0310700: Snohomish Police Department,Special Patrol Assignment,,SNO,TRUE,Off Shift,
1830,WADI01300: Stillaguamish Tribal Police,Patrol,,STILLY,TRUE,Off Shift,
1831,WADI01300: Stillaguamish Tribal Police,Patrol,,STILLY,TRUE,Off Shift,
1832,WADI01300: Stillaguamish Tribal Police,Patrol,,STILLY,TRUE,Off Shift,
1833,WADI01300: Stillaguamish Tribal Police,Patrol,,STILLY,TRUE,Off Shift,
1834,WADI01300: Stillaguamish Tribal Police,Patrol,,STILLY,TRUE,Off Shift,
1835,WADI01300: Stillaguamish Tribal Police,Patrol,,STILLY,TRUE,Off Shift,
1836,WADI01300: Stillaguamish Tribal Police,Patrol,,STILLY,TRUE,Off Shift,
1837,WADI01300: Stillaguamish Tribal Police,Patrol,,STILLY,TRUE,Off Shift,
1838,WADI01300: Stillaguamish Tribal Police,Patrol,,STILLY,TRUE,Off Shift,
1839,WADI01300: Stillaguamish Tribal Police,Patrol,,STILLY,TRUE,Off Shift,
18A1,WADI01300: Stillaguamish Tribal Police,Chief,,STILLY,TRUE,Off Shift,
18A2,WADI01300: Stillaguamish Tribal Police,Captain,,STILLY,TRUE,Off Shift,
18C1,WADI01300: Stillaguamish Tribal Police,Special Patrol Assignment,,STILLY,TRUE,Off Shift,
18C2,WADI01300: Stillaguamish Tribal Police,Special Patrol Assignment,,STILLY,TRUE,Off Shift,
18C3,WADI01300: Stillaguamish Tribal Police,Special Patrol Assignment,,STILLY,TRUE,Off Shift,
18S10,WADI01300: Stillaguamish Tribal Police,Patrol Sergeant,,STILLY,TRUE,Off Shift,
18S11,WADI01300: Stillaguamish Tribal Police,Patrol Sergeant,,STILLY,TRUE,Off Shift,
18W1,WADI01300: Stillaguamish Tribal Police,Misc,,STILLY,TRUE,Off Shift,
18W10,WADI01300: Stillaguamish Tribal Police,Misc,,STILLY,TRUE,Off Shift,
18W11,WADI01300: Stillaguamish Tribal Police,Misc,,STILLY,TRUE,Off Shift,
18W20,WADI01300: Stillaguamish Tribal Police,Misc,,,TRUE,Off Shift,
18W21,WADI01300: Stillaguamish Tribal Police,Misc,,,TRUE,Off Shift,
18W22,WADI01300: Stillaguamish Tribal Police,Misc,,,TRUE,Off Shift,
18W23,WADI01300: Stillaguamish Tribal Police,Misc,,,TRUE,Off Shift,
18W24,WADI01300: Stillaguamish Tribal Police,Misc,,,TRUE,Off Shift,
18W25,WADI01300: Stillaguamish Tribal Police,Misc,,,TRUE,Off Shift,
18W26,WADI01300: Stillaguamish Tribal Police,Misc,,,TRUE,Off Shift,
18W27,WADI01300: Stillaguamish Tribal Police,Misc,,,TRUE,Off Shift,
18W28,WADI01300: Stillaguamish Tribal Police,Misc,,,TRUE,Off Shift,
18W29,WADI01300: Stillaguamish Tribal Police,Misc,,,TRUE,Off Shift,
1901,WA0311900: Lake Stevens Police Department,Chief,,LKSEVENT,TRUE,Off Shift,
1902,WA0311900: Lake Stevens Police Department,Deputy Chief,,LKSSPECIAL,TRUE,Off Shift,
1903,WA0311900: Lake Stevens Police Department,Commander,,LKSEVENT,TRUE,Off Shift,
1904,WA0311900: Lake Stevens Police Department,Commander,,,TRUE,Off Shift,
1905,WA0311900: Lake Stevens Police Department,Records Desk,,,FALSE,Off Shift,
1906,WA0311900: Lake Stevens Police Department,Sergeant,,LKSSPECIAL,TRUE,Off Shift,
1910,WA0311900: Lake Stevens Police Department,Patrol Sergeant,,LKSSGT,TRUE,Off Shift,
1911,WA0311900: Lake Stevens Police Department,Patrol Sergeant,,LKSSGT,TRUE,Off Shift,
1912,WA0311900: Lake Stevens Police Department,Patrol Sergeant,,LKSSPECIAL,TRUE,Off Shift,
1913,WA0311900: Lake Stevens Police Department,Patrol Sergeant,,LKSSGT,TRUE,Off Shift,
1914,WA0311900: Lake Stevens Police Department,Patrol Sergeant,,LKSSGT,TRUE,Off Shift,
1915,WA0311900: Lake Stevens Police Department,Patrol Sergeant,,LKSSGT,TRUE,Off Shift,
1916,WA0311900: Lake Stevens Police Department,Patrol Sergeant,,LKSSGT,TRUE,Off Shift,
1920,WA0311900: Lake Stevens Police Department,Corporal,,LKSSGT,TRUE,Off Shift,
1921,WA0311900: Lake Stevens Police Department,Corporal,,LKSSGT,TRUE,Off Shift,
1922,WA0311900: Lake Stevens Police Department,Corporal,,LKSSGT,TRUE,Off Shift,
1923,WA0311900: Lake Stevens Police Department,Corporal,,LKSN,TRUE,Off Shift,
1924,WA0311900: Lake Stevens Police Department,Corporal,,LKSSGT,TRUE,Off Shift,
1925,WA0311900: Lake Stevens Police Department,Corporal,,LKSN,TRUE,Off Shift,
1926,WA0311900: Lake Stevens Police Department,Corporal,,,TRUE,Off Shift,
1927,WA0311900: Lake Stevens Police Department,Corporal,,,TRUE,Off Shift,
1928,WA0311900: Lake Stevens Police Department,Corporal,,,TRUE,Off Shift,
1929,WA0311900: Lake Stevens Police Department,Corporal,,,TRUE,Off Shift,
1930,WA0311900: Lake Stevens Police Department,Patrol,,LKSROVER,TRUE,Off Shift,
1931,WA0311900: Lake Stevens Police Department,Patrol,,LKSSGT,TRUE,Off Shift,
1932,WA0311900: Lake Stevens Police Department,School Resource Officer,,LKSSPECIAL,TRUE,Off Shift,
1933,WA0311900: Lake Stevens Police Department,School Resource Officer,,LKSSPECIAL,TRUE,Off Shift,
1934,WA0311900: Lake Stevens Police Department,Patrol,,LKSROVER,TRUE,Off Shift,
1935,WA0311900: Lake Stevens Police Department,School Resource Officer,,LKSN,TRUE,Off Shift,
1936,WA0311900: Lake Stevens Police Department,Patrol,,LKSSPECIAL,TRUE,Off Shift,
1937,WA0311900: Lake Stevens Police Department,Patrol,,LKSSGT,TRUE,Off Shift,
1938,WA0311900: Lake Stevens Police Department,Patrol,,LKSROVER,TRUE,Off Shift,
1939,WA0311900: Lake Stevens Police Department,Patrol,,LKSROVER,TRUE,Off Shift,
1940,WA0311900: Lake Stevens Police Department,Patrol,,LKSROVER,TRUE,Off Shift,
1941,WA0311900: Lake Stevens Police Department,Patrol,,LKSSPECIAL,TRUE,Off Shift,
1942,WA0311900: Lake Stevens Police Department,Patrol,,LKSROVER,TRUE,Off Shift,
1943,WA0311900: Lake Stevens Police Department,Patrol,,LKSSGT,TRUE,Off Shift,
1944,WA0311900: Lake Stevens Police Department,Patrol,,LKSROVER,TRUE,Off Shift,
1945,WA0311900: Lake Stevens Police Department,Patrol,,LKSS,TRUE,Off Shift,
1946,WA0311900: Lake Stevens Police Department,Patrol,,LKSROVER,TRUE,Off Shift,
1947,WA0311900: Lake Stevens Police Department,Patrol,,LKSROVER,TRUE,Off Shift,
1948,WA0311900: Lake Stevens Police Department,Patrol,,LKSROVER,TRUE,Off Shift,
1949,WA0311900: Lake Stevens Police Department,Patrol,,LKSROVER,TRUE,Off Shift,
1950,WA0311900: Lake Stevens Police Department,Patrol,,LKSN,TRUE,Off Shift,
1951,WA0311900: Lake Stevens Police Department,Patrol,,LKSROVER,TRUE,Off Shift,
1952,WA0311900: Lake Stevens Police Department,Patrol,,LKSN,TRUE,Off Shift,
1953,WA0311900: Lake Stevens Police Department,Patrol,,LKSS,TRUE,Off Shift,
1954,WA0311900: Lake Stevens Police Department,Patrol,,LKSROVER,TRUE,Off Shift,
1955,WA0311900: Lake Stevens Police Department,Patrol,,,TRUE,Off Shift,
1956,WA0311900: Lake Stevens Police Department,Patrol,,,TRUE,Off Shift,
1957,WA0311900: Lake Stevens Police Department,Patrol,,,TRUE,Off Shift,
1958,WA0311900: Lake Stevens Police Department,Patrol,,SOEAST,TRUE,Off Shift,
1959,WA0311900: Lake Stevens Police Department,Patrol,,LKSEVENT,TRUE,Off Shift,
1960,WA0311900: Lake Stevens Police Department,Patrol,,,TRUE,Off Shift,
1980,WA0311900: Lake Stevens Police Department,Animal Control Officer,,LKSSPECIAL,TRUE,Off Shift,
1981,WA0311900: Lake Stevens Police Department,Animal Control Officer,,,TRUE,Off Shift,
1982,WA0311900: Lake Stevens Police Department,Animal Control Officer,,,TRUE,Off Shift,
1990,WA0311900: Lake Stevens Police Department,Records Desk,,,FALSE,Off Shift,
1991,WA0311900: Lake Stevens Police Department,Records Desk,,,FALSE,Off Shift,
1992,WA0311900: Lake Stevens Police Department,Records Desk,,,FALSE,Off Shift,
1993,WA0311900: Lake Stevens Police Department,Records Desk,,,FALSE,Off Shift,
1994,WA0311900: Lake Stevens Police Department,Records Desk,,LKSSPECIAL,FALSE,Off Shift,
1995,WA0311900: Lake Stevens Police Department,Records Desk,,,FALSE,Off Shift,
1996,WA0311900: Lake Stevens Police Department,Records Desk,,,FALSE,Off Shift,
19B1,WA0311900: Lake Stevens Police Department,Bike Patrol Unit,,LKSROVER,TRUE,Off Shift,
19B2,WA0311900: Lake Stevens Police Department,Bike Patrol Unit,,LKSEVENT,TRUE,Off Shift,
19B3,WA0311900: Lake Stevens Police Department,Bike Patrol Unit,,,TRUE,Off Shift,
19C70,WA0311900: Lake Stevens Police Department,Code Enforcement Officer,,LKSSPECIAL,TRUE,Off Shift,
19D1,WA0311900: Lake Stevens Police Department,Patrol,,LKSROVER,TRUE,Off Shift,
19D2,WA0311900: Lake Stevens Police Department,Patrol,,LKSROVER,TRUE,Off Shift,
19D3,WA0311900: Lake Stevens Police Department,Patrol,,LKSROVER,TRUE,Off Shift,
19D4,WA0311900: Lake Stevens Police Department,Patrol,,LKSROVER,TRUE,Off Shift,
19D5,WA0311900: Lake Stevens Police Department,Patrol,,LKSN,TRUE,Off Shift,
19D9,WA0311900: Lake Stevens Police Department,Patrol,,LKSN,TRUE,Off Shift,
19I1,WA0311900: Lake Stevens Police Department,Lieutenant,,LKSSPECIAL,TRUE,Off Shift,
19I12,WA0311900: Lake Stevens Police Department,Detective Sergeant,,LKSSPECIAL,TRUE,Off Shift,
19I13,WA0311900: Lake Stevens Police Department,Detective Sergeant,,LKSSPECIAL,TRUE,Off Shift,
19I20,WA0311900: Lake Stevens Police Department,Detective,,LKSROVER,TRUE,Off Shift,
19I21,WA0311900: Lake Stevens Police Department,Detective,,LKSSPECIAL,TRUE,Off Shift,
19I22,WA0311900: Lake Stevens Police Department,Detective,,LKSSPECIAL,TRUE,Off Shift,
19I23,WA0311900: Lake Stevens Police Department,Detective,,LKSSPECIAL,TRUE,Off Shift,
19I24,WA0311900: Lake Stevens Police Department,Detective,,LKSROVER,TRUE,Off Shift,
19I31,WA0311900: Lake Stevens Police Department,Detective,,LKSROVER,TRUE,Off Shift,
19I32,WA0311900: Lake Stevens Police Department,Detective,,LKSSPECIAL,TRUE,Off Shift,
19I33,WA0311900: Lake Stevens Police Department,Detective,,LKSSPECIAL,TRUE,Off Shift,
19I34,WA0311900: Lake Stevens Police Department,Detective,,LKSSPECIAL,TRUE,Off Shift,
19I35,WA0311900: Lake Stevens Police Department,Detective,,LKSSPECIAL,TRUE,Off Shift,
19I41,WA0311900: Lake Stevens Police Department,Detective,,LKSSPECIAL,TRUE,Off Shift,
19I43,WA0311900: Lake Stevens Police Department,Detective,,LKSSPECIAL,TRUE,Off Shift,
19I44,WA0311900: Lake Stevens Police Department,Detective,,LKSSPECIAL,TRUE,Off Shift,
19N1,WA0311900: Lake Stevens Police Department,Patrol,,LKSROVER,TRUE,Off Shift,
19N2,WA0311900: Lake Stevens Police Department,Patrol,,LKSROVER,TRUE,Off Shift,
19N3,WA0311900: Lake Stevens Police Department,Patrol,,LKSROVER,TRUE,Off Shift,
19N4,WA0311900: Lake Stevens Police Department,Patrol,,LKSROVER,TRUE,Off Shift,
19N5,WA0311900: Lake Stevens Police Department,Patrol,,LKSROVER,TRUE,Off Shift,
19N9,WA0311900: Lake Stevens Police Department,Patrol,,LKSROVER,TRUE,Off Shift,
19O30,WA0311900: Lake Stevens Police Department,School Resource Officer,,LKSSRO,TRUE,Off Shift,
19O31,WA0311900: Lake Stevens Police Department,School Resource Officer,,LKSROVER,TRUE,Off Shift,
19O46,WA0311900: Lake Stevens Police Department,Off Duty Unit,,LKSROVER,TRUE,Off Shift,
19O47,WA0311900: Lake Stevens Police Department,Off Duty Unit,,LKSROVER,TRUE,Off Shift,
19O48,WA0311900: Lake Stevens Police Department,Off Duty Unit,,LKSS,TRUE,Off Shift,
19R1,WA0311900: Lake Stevens Police Department,Patrol,,LKSROVER,TRUE,Off Shift,
19R10,WA0311900: Lake Stevens Police Department,Special Patrol Assignment,,LKSEVENT,TRUE,Off Shift,
19R11,WA0311900: Lake Stevens Police Department,Special Patrol Assignment,,LKSEVENT,TRUE,Off Shift,
19R12,WA0311900: Lake Stevens Police Department,Special Patrol Assignment,,LKSEVENT,TRUE,Off Shift,
19R13,WA0311900: Lake Stevens Police Department,Special Patrol Assignment,,LKSEVENT,TRUE,Off Shift,
19R14,WA0311900: Lake Stevens Police Department,Special Patrol Assignment,,,TRUE,Off Shift,
19R15,WA0311900: Lake Stevens Police Department,Special Patrol Assignment,,LKSEVENT,TRUE,Off Shift,
19R16,WA0311900: Lake Stevens Police Department,Special Patrol Assignment,,LKSEVENT,TRUE,Off Shift,
19R17,WA0311900: Lake Stevens Police Department,Special Patrol Assignment,,LKSSPECIAL,TRUE,Off Shift,
19R18,WA0311900: Lake Stevens Police Department,Special Patrol Assignment,,LKSEVENT,TRUE,Off Shift,
19R19,WA0311900: Lake Stevens Police Department,Special Patrol Assignment,,LKSSPECIAL,TRUE,Off Shift,
19R2,WA0311900: Lake Stevens Police Department,Patrol,,LKSW,TRUE,Off Shift,
19R3,WA0311900: Lake Stevens Police Department,Patrol,,LKSROVER,TRUE,Off Shift,
19R5,WA0311900: Lake Stevens Police Department,Patrol,,LKSSPECIAL,TRUE,Off Shift,
19R9,WA0311900: Lake Stevens Police Department,Patrol,,SONORTH,TRUE,Off Shift,
19S10,WA0311900: Lake Stevens Police Department,Patrol Sergeant,,LKSSGT,TRUE,Off Shift,
19S11,WA0311900: Lake Stevens Police Department,Patrol Sergeant,,LKSSGT,TRUE,Off Shift,
19S12,WA0311900: Lake Stevens Police Department,Patrol Sergeant,,LKSSGT,TRUE,Off Shift,
19S13,WA0311900: Lake Stevens Police Department,Patrol Sergeant,,LKSROVER,TRUE,Off Shift,
19S14,WA0311900: Lake Stevens Police Department,Patrol Sergeant,,LKSROVER,TRUE,Off Shift,
19S15,WA0311900: Lake Stevens Police Department,Patrol Sergeant,,LKSSGT,TRUE,Off Shift,
19S16,WA0311900: Lake Stevens Police Department,Patrol Sergeant,,LKSROVER,TRUE,Off Shift,
19T30,WA0311900: Lake Stevens Police Department,Traffic Unit,,LKSTRAFFIC,TRUE,Off Shift,
19T40,WA0311900: Lake Stevens Police Department,Traffic Unit,,LKSROVER,TRUE,Off Shift,
19T41,WA0311900: Lake Stevens Police Department,Traffic Unit,,LKSROVER,TRUE,Off Shift,
19T42,WA0311900: Lake Stevens Police Department,Traffic Unit,,LKSTRAFFIC,TRUE,Off Shift,
19T43,WA0311900: Lake Stevens Police Department,Traffic Unit,,LKSROVER,TRUE,Off Shift,
19T44,WA0311900: Lake Stevens Police Department,Traffic Unit,,LKSROVER,TRUE,Off Shift,
19V70,WA0311900: Lake Stevens Police Department,Citizens Patrol,,LKSROVER,TRUE,Off Shift,
19V71,WA0311900: Lake Stevens Police Department,Citizens Patrol,,LKSROVER,TRUE,Off Shift,
19V72,WA0311900: Lake Stevens Police Department,Citizens Patrol,,LKSROVER,TRUE,Off Shift,
19V73,WA0311900: Lake Stevens Police Department,Citizens Patrol,,LKSROVER,TRUE,Off Shift,
19V74,WA0311900: Lake Stevens Police Department,Citizens Patrol,,LKSSPECIAL,TRUE,Off Shift,
19V75,WA0311900: Lake Stevens Police Department,Citizens Patrol,,,TRUE,Off Shift,
19V76,WA0311900: Lake Stevens Police Department,Citizens Patrol,,,TRUE,Off Shift,
19V77,WA0311900: Lake Stevens Police Department,Citizens Patrol,,,TRUE,Off Shift,
19V78,WA0311900: Lake Stevens Police Department,Citizens Patrol,,,TRUE,Off Shift,
19V79,WA0311900: Lake Stevens Police Department,Citizens Patrol,,,TRUE,Off Shift,
1B1,WA0310000: Snohomish County Sheriff's Office,Patrol,,B1,TRUE,Off Shift,
1B12,WA0310000: Snohomish County Sheriff's Office,Patrol,,SONORTH,TRUE,Off Shift,
1B13,WA0310000: Snohomish County Sheriff's Office,Patrol,,B1,TRUE,Off Shift,
1B14,WA0310000: Snohomish County Sheriff's Office,Patrol,,B1,TRUE,Off Shift,
1B2,WA0310000: Snohomish County Sheriff's Office,Patrol,,B2,TRUE,Off Shift,
1B23,WA0310000: Snohomish County Sheriff's Office,Patrol,,SONORTH,TRUE,Off Shift,
1B24,WA0310000: Snohomish County Sheriff's Office,Patrol,,,TRUE,Off Shift,
1B3,WA0310000: Snohomish County Sheriff's Office,Patrol,,SOEAST,TRUE,Off Shift,
1B34,WA0310000: Snohomish County Sheriff's Office,Patrol,,B3,TRUE,Off Shift,
1B4,WA0310000: Snohomish County Sheriff's Office,Patrol,,B4,TRUE,Off Shift,
1B8,WA0310000: Snohomish County Sheriff's Office,Patrol,,SONORTH,TRUE,Off Shift,
1B9,WA0310000: Snohomish County Sheriff's Office,Patrol,,B9,TRUE,Off Shift,
1B90,WA0310000: Snohomish County Sheriff's Office,Patrol,,SOSOUTH,TRUE,Off Shift,
1C1,WA0310000: Snohomish County Sheriff's Office,Patrol,,C1,TRUE,Off Shift,
1C12,WA0310000: Snohomish County Sheriff's Office,Patrol,,SOSOUTH,TRUE,Off Shift,
1C13,WA0310000: Snohomish County Sheriff's Office,Patrol,,C1,TRUE,Off Shift,
1C14,WA0310000: Snohomish County Sheriff's Office,Patrol,,C1,TRUE,Off Shift,
1C2,WA0310000: Snohomish County Sheriff's Office,Patrol,,C2,TRUE,Off Shift,
1C23,WA0310000: Snohomish County Sheriff's Office,Patrol,,C2,TRUE,Off Shift,
1C24,WA0310000: Snohomish County Sheriff's Office,Patrol,,C2,TRUE,Off Shift,
1C3,WA0310000: Snohomish County Sheriff's Office,Patrol,,C3,TRUE,Off Shift,
1C34,WA0310000: Snohomish County Sheriff's Office,Patrol,,SONORTH,TRUE,Off Shift,
1C4,WA0310000: Snohomish County Sheriff's Office,Patrol,,C4,TRUE,Off Shift,
1C9,WA0310000: Snohomish County Sheriff's Office,Patrol,,C9,TRUE,Off Shift,
